URL,Book,Text,hdr1,hdr2,tildeinfo,note,lines,metadata,data,region,stoich,sinistr,subregion,date,other_info_0,other_info_1,other_info_2
/text/170427?location=1&patt=&bookid=140&offset=108&count=3&bookid=140&location=1,IGBulg V,5163,Regions,IGBulg V 5163,,,2,"below relief.1
","Κύϊντος Γερου[— —]
[χαρισ]τήριον.","Oescus & Utus Rivers, area of",,,Golemo Peshtene,,SEG 25.730,,
/text/170428?location=1&patt=&bookid=140&offset=108&count=3&bookid=140&location=1,IGBulg V,5164,Regions,IGBulg V 5164,,,3,"above relief.1
below relief.2
","[θε]ῷ Ἀπόλλωνι
Κατυλλεῖνος [․2-3․]
εὐχὴν ἀνέθε[κεν] {²⁶ἀνέθηκεν}²⁶.","Oescus & Utus Rivers, area of",,,Tishevitsa,,SEG 25.731,,
/text/170429?location=1&patt=&bookid=140&bookid=140&location=1,IGBulg V,5170,Regions,IGBulg V 5170,,,5,"1



5","ἐγὸ {²⁶ἐγὼ}²⁶ Εὐ-
στάθιος
ἐπλήρο-
σα {²⁶ἐπλήρωσα}²⁶ τὰ ἔρ-
γα.","Oescus & Utus Rivers, area of",,,Lyutibrod,,SEG 25.732,,
/text/170430?location=1&patt=&bookid=140&bookid=140&location=1,IGBulg V,5180,Regions,IGBulg V 5180,,,10,"below reliefs.1



5




9","Αὐρ(ήλιος) Μάξιμος Δαεζερεος
ζῶντος ἑαυτοῦ ∙ ἑαυτῷ ∙ καὶ
τῷ ἀδελφῷ ∙ Αὐρ(ηλίῳ) ∙ Οὐαλε-
ριανῷ στρ(ατιώτῃ) ∙ χώρ(της) ∙ αʹ ∙ Βρακά-
ρου πεπτωκότι ἐν πολέμῳ
ἐκ τῶν ὑπαρχόντων ἑαυτῶν
μνήμης χάριν στήλην ἀνέστη-
σαν {²sic}² ἅμα συμβίῳ Ῥοδόπῃ.
vacat
χαῖρε, παροδεῖτα.","Oescus & Utus Rivers, area of",,,Gorna Beshovitsa,,SEG 24.952,,
/text/170431?location=1&patt=&bookid=140&offset=113&count=2&bookid=140&location=1,IGBulg V,5198,Regions,IGBulg V 5198,,,2,"below relief.1
","[— — —]ΡΙΑΝΤ̣․․
ε̣ὐ̣χ̣ή̣[ν].","Asamus River, area of",,,Butovo: Drachevets,,,,
/text/170432?location=1&patt=&bookid=140&offset=113&count=2&bookid=140&location=1,IGBulg V,5199,Regions,IGBulg V 5199,,,1,below relief.1,καὶ πρῶτος ἄρχω̣[ν —(?)].,"Asamus River, area of",,,Doyrentsi,2nd/3rd c. AD,2nd/3rd c. AD,SEG 47.1122,
/text/170433?location=1&patt=&bookid=140&offset=115&count=4&bookid=140&location=1,IGBulg V,5214,Regions,IGBulg V 5214,,,19,"1



5




10




15



","ἀγαθῇ τύχῃ. Ἰουλίαν Δόμ{ι}ναν {²⁶Δόμναν}²⁶ θε-
ὰν Σεβαστὴν μητέρα {ν} κάστρων,
Αὐτοκράτορος <Λ>(ουκίου) Σεπτ<ι>μίου Σευή-
ρου Περτ<ί>νακος Σεβαστοῦ Εὐσε-
βοῦς Παρθικοῦ Βρεταν<ν>ικοῦ Ἀραβικοῦ
Ἀδιαβη[νι]κοῦ ἀρχιερέως μεγίστου
δημαρχικῆς ἐξουσίας τὸ <ϛʹ> εὐσεβοῦς
αὐτοκράτορος τὸ ιαʹ ὑπάτου τὸ <ηʹ>
πατρὸς πατρίδος γυναῖκα καὶ Αὐτο-
κράτορος Καίσαρος Μάρκου Αὐ-
ρηλίου Ἀντ<ω>νί<ν>ου Σεβαστ<οῦ> καὶ
<〚Λουκίου Σεπτιμίου Γέτα Καίσα〛>-
〚[ρο]〛<ς> μητέρα, ὑπατ̣[ε]ύ<ο>ντος τῆς
ἐπαρχίας Γ(αίου) Ὀ[ο]υε<ιν>νί<ου> Τερτ(ύλλου) {Ι}
πρεσβ<ευτοῦ> Σεβαστῶν ἀν-
τιστρατ<ή>γ<ου>, ἡ ἱερωτάτη βουλὴ
καὶ ὁ κράτι<στ>ος δῆμος <Οὐ>λπίας
Νικοπ<ό>λεω̣ς τῆς πρὸς Ἴστρον
ἀνέστησεν.",Nicopolis ad Istrum (Nikyup),,,198 AD,198 AD,SEG 24.953,,
/text/170434?location=1&patt=&bookid=140&offset=115&count=4&bookid=140&location=1,IGBulg V,5215,Regions,IGBulg V 5215,,,4,"1


","[ἀγαθῆι τύχη]ι.
[τὸν μέγιστον Αὐτοκράτορα Καίσαρα Μ(ᾶρκον) Αὐρήλιον Σευ]ῆρον 〚Ἀ[λέξανδρον]〛
[εὐσεβῆ, Σεβ(αστόν), υἱὸν θεοῦ Ἀντωνείνου, ἔγγονον θε]οῦ Σευήρου [ἡ βουλὴ]
[καὶ ὁ δῆμος τῆς λαμπροτάτης Νεικοπολειτῶν πρὸ]ς Ἴστρῳ πόλεως.",Nicopolis ad Istrum (Nikyup),,,222-235 AD,222-235 AD,SEG 26.835,SEG 44.633,
/text/170435?location=1&patt=&bookid=140&offset=115&count=4&bookid=140&location=1,IGBulg V,5216,Regions,IGBulg V 5216,,,10,"1



5




10","ἀ̣[γαθῇ τύχῃ].
τὸν δια̣[σημότα]-
τον ὑπα̣[τικὸν Μ(ᾶρκον) Αὐ]-
ρήλιον Σεβ̣[αστιανὸν]
πρεσβ(ευτὴν) τοῦ Σε̣[β(αστοῦ) ἀντιστρ(άτηγον)]
ἡ κρατ(ίστη) βουλὴ κα̣[ὶ ὁ]
δῆμος τῆς Νεικοπο̣[λει]-
τῶν πόλεως δικαιοσ̣[ύ]-
νης χάριν ἀνέστησα̣[ν].
εὐτυχῶς.",Nicopolis ad Istrum (Nikyup),,,270/271 AD,270/271 AD,SEG 44.635,AnnÉp (1999) 1384,
/text/170436?location=1&patt=&bookid=140&offset=115&count=4&bookid=140&location=1,IGBulg V,5217,Regions,IGBulg V 5217,,,10,"1



5




10","ἀγαθῆι  τύχη[ι].
τὸν φιλότειμον δ̣[ι’ ὅ]-
πλων καὶ γερουσ[ιάρ]-
χην ∙ Τ(ίτον) ∙ Αἴλ(ιον) ∙ Ὀκλάτιο[ν ἄρξαν]-
τα τὴν αʹ ἀρχὴν τῇ πατρ̣[ίδι]
ἀμέμπτως καὶ πολλάκ[ις τει]-
μηθέντα δόγμασιν τ[ῆς κρα]-
τίστης βουλῆς καὶ τοῦ ∙ἱ∙ε[ρωτά]-
του δήμου Τ(ίτος) Αἴλ(ιος) Φῆστος
ἀνέστησεν.",Nicopolis ad Istrum (Nikyup),,,SEG 37.629,,,,
/text/170437?location=1&patt=&bookid=140&offset=119&count=2&bookid=140&location=1,IGBulg V,5229,Regions,IGBulg V 5229,,,3,"above relief.1
below relief.2
","θ̣εῷ Μίθρᾳ δ(ῶρον)
Μᾶρκος ἀνέ-
στησα. vacat",Nicopolis ad Istrum (Nikyup),,,Rom. Imp. period,Rom. Imp. period,SEG 46.903,SEG 47.1144,
/text/170438?location=1&patt=&bookid=140&offset=119&count=2&bookid=140&location=1,IGBulg V,5230,Regions,IGBulg V 5230,,,4,"1


","[ἀγαθῆι τύ]χηι.
[— — — θεῷ ἐπ]ηκόῳ [— — —]
[— — — — Μᾶρ]κος Μο[— — —]
[— — — — — ἔ]στη[σε] {²⁷[ἀνέ]στη[σε]}²⁷.",Nicopolis ad Istrum (Nikyup),,,ca. 200-250 AD,ca. 200-250 AD,SEG 26.836,,
/text/170439?location=1&patt=&bookid=140&offset=121&count=3&bookid=140&location=1,IGBulg V,5234,Regions,IGBulg V 5234,,,6,"1



5
","Θ(εοῖς) Κ(αταχθονίοις)
Χρήστ<ῳ> καὶ Νει-
κάνδρῳ ἀδελφοῖς
Χρῆστος Ζωΐλου ἐπ[ί]-
τροπος Ἀρτεμεισιάδος
τὴν πυραμίδαν ἔστησε.",Nicopolis ad Istrum (Nikyup),,,,,,,
/text/170440?location=1&patt=&bookid=140&offset=121&count=3&bookid=140&location=1,IGBulg V,5235,Regions,IGBulg V 5235,,,2,"
1","[— — — — — — — — —]
Μάξιμος Κασίου. ❦",Nicopolis ad Istrum (Nikyup),,,2nd/3rd c. AD,2nd/3rd c. AD,SEG 47.1147,,
/text/170441?location=1&patt=&bookid=140&offset=121&count=3&bookid=140&location=1,IGBulg V,5236,Regions,IGBulg V 5236,,,13,"1



5




10


12","[σῆμα] μὲν ἰσορᾷς Νικο-
[․․․]ο̣ς̣ ∙ ἀνέρος ∙ ἐσθλοῦ ∙ / ὃς
[καμά]τοις ἰδίοις εἶκε αὑτῷ
[δῶμα] ∙ Ἀΐδ∙α∙ο ∙ / πᾶσι λέ-
[γι· στί]βος ἔστε ὀλίγος πρ̣ὸ̣ς̣
[φ]ῶς τὸ ποθινόν ∙ / οὗτος
δὲ αἰώνιος δόμος ἐστὶ
βροτῦσι δίαυλος ∙ / τύνυν̣
π̣ίνε, τρύφησον· ἔχις φῶ[ς],
[μ]ὴ παρακούσῃς ∙ / ἂν γὰρ ἅπαξ
[π]ν̣υή σε λίπῃ, τούτων ἀπορήσ̣[ις]. /
vacat
εὐόδι, παροδῖτα.",Nicopolis ad Istrum (Nikyup),,,2nd/3rd c. AD,2nd/3rd c. AD,SEG 47.1146,,
/text/170442?location=1&patt=&bookid=140&bookid=140&location=1,IGBulg V,5238,Regions,IGBulg V 5238,,,2,"1
","[ὁ δεῖνα — — — — — — — — — — —] λεγιῶνος πρώτης Ἰτα-
[λικῆς εὐχαριστήριον (vel sim.)] ἀνέθηκεν.",Nicopolis ad Istrum (Nikyup),,,"Suhindol, area of",,SEG 27.394,,
/text/170443?location=1&patt=&bookid=140&bookid=140&location=1,IGBulg V,5241,Regions,IGBulg V 5241,,,1,above relief.1,[κ]υρίῳ Διονύσῳ.,Nicopolis ad Istrum (Nikyup),,,Draganovo,,SEG 3.541,,
/text/170444?location=1&patt=&bookid=140&offset=126&count=3&bookid=140&location=1,IGBulg V,5244,Regions,IGBulg V 5244,,,39,"1

col. a.3

5




10




15




20



24-25
col. b.3

5




10




15

17-30","[τὸν Δι]όνυσον μύστ[αι ἐκ τῶν]
ἰδί̣ω̣ν
Δημητριανὸς Σουσίωνος
Ἀντ(ώνιος) Μοντεια[νός]
Ἡρακλιανὸς Δημητριανοῦ
․․․ε̣ῖνος Δημητριανοῦ
[Διο]γένης ․ΝΟ․ΩΝΟϹ
{²vestigia quaedam}²
Ἡρακλιανὸς Σουσίωνος
Αἴ(λιος) Λαυδικια[νός]
Φῆστος Ἡρακλιανοῦ
Ἰανουά[ρ]ια(?) Αὐγουσταλίου
Τι(βέριος) Κλ(αύδιος) Οὐλπιαν[ός]
Δημήτρι[ος — — ? — —]
Γ(άιος) Οὐα[λέριος — — —]
Μ̣(ᾶρκος) Ο[ὐαλέριος — — —]
Μ̣(ᾶρκος) Οὐαλέριος Οὐα̣τ̣[ίας]
[— — — — — — — — — — — —]
{²vestigia quaedam}²
Φλ(άβιος) Χ․․Τ․․․․․Ιικίου
Βάκχι[ς Ἡ]λιο[δ]ώρου
Ἡ[ρα]κ[λ]ιαν[ὸς] ․․δίου
[— — — — — — —] Βα<κ>χίου(?)
{²vestigia quaedam}²
Γ(άιος) Μάγιος Λ[— — — — — —]
Τατία Βήρ[ου] {²⁷ΤΙΤΙΑΒΗΡ(?) (photo); Τίτι(ος) Ἀβηρ[ίου] (Geras.-Tomova)}²⁷
Γ(άιος) Μάγιος Β[ῆρος]
Πτολεμα̣[ῖος — — — — —]
Β(αλέριος?) Ἡράφιλο[ς — — — —]
Ἀσκληπιόδ[ωρος {²⁷Ἀσκληπιόδ[οτος]}²⁷ — — —]
[— — — — — — — — — —]
Φῆλιξ Μνη[— — — — —]
Φλά(βιος) Μάγ̣[ιος — — — —]
[Πτο]λεμ[αῖος — — — — — —]
Λούκις Α[— — — — — — — —]
Κασσιανὸς [— — — — — — —]
{²vestigia incerta}²
Μαρκι[ανὸς — — — — — — —]
{²vestigia quaedam et incerta}².",Nicopolis ad Istrum (Nikyup),,,Gorna Oryahovitsa,,,,
/text/170445?location=1&patt=&bookid=140&offset=126&count=3&bookid=140&location=1,IGBulg V,5245,Regions,IGBulg V 5245,,,10,"1



5




9","ἀγαθῇ τύχ[ῃ].
Ἀρούντ[ι]-
ος Οὐάλ[ης]
ὑπὲρ τῆς [θυ]-
γατρὸς {ο[ς]}
Ἰνγένο[υ]-
αις εὐχὴ[ν]
ἀνέθηκεν̣
vacat
θ(εοῖς) ἐ(πηκόοις).",Nicopolis ad Istrum (Nikyup),,,Gorna Oryahovitsa,2nd c. AD,2nd c. AD,SEG 47.1143,
/text/170446?location=1&patt=&bookid=140&offset=126&count=3&bookid=140&location=1,IGBulg V,5246,Regions,IGBulg V 5246,,,1,below relief.1,ΘΑΔΙ εὐχήν.,Nicopolis ad Istrum (Nikyup),,,"Hotnitsa, or area of",,,,
/text/170447?location=1&patt=&bookid=140&offset=129&count=3&bookid=140&location=1,IGBulg V,5250,Regions,IGBulg V 5250,,,5,"1



5","Τ(ίτον) ∙ Αὐρήλιον Μαῦρον <τὸν> κὲ
Μακρῖνον ∙ Τ(ίτος) ∙ Αὐρήλιος Μ̣[ᾶρ]-
κος κὲ Ἀτιλία Ναῒς ἡ κὲ
ΩΙΖΙΗ <σὺν τῦ>ς τέκνυς ἀνέ-
στησαν.",Nicopolis ad Istrum (Nikyup),,,Veliko Tarnovo,2nd c. AD,2nd c. AD,SEG 47.1145,
/text/170448?location=1&patt=&bookid=140&offset=129&count=3&bookid=140&location=1,IGBulg V,5251,Regions,IGBulg V 5251,,,6,"1



5
","ἀγαθῇ τύχῃ.
Διὶ καρποδότῃ
καὶ τοῖς συνβ-
ώμοις θεοῖς Ἀ-
πολινάρις ἐκ τῶ-
ν ἰδίων ἔστησε.",Nicopolis ad Istrum (Nikyup),,,Veliko Tarnovo,,,,
/text/170449?location=1&patt=&bookid=140&offset=129&count=3&bookid=140&location=1,IGBulg V,5252,Regions,IGBulg V 5252,,,6,"front face.1



5
left face.1","Δεὶ
Ἔλιος {²⁶Αἴλιος}²⁶
Εὔμου-
σος
εὐχή.
ΜΒ.",Nicopolis ad Istrum (Nikyup),,,Veliko Tarnovo,,,,
/text/170450?location=1&patt=&bookid=140&bookid=140&location=1,IGBulg V,5257,Regions,IGBulg V 5257,,,9,"1



5



","ἀγαθῆ∙ι∙ τύχῃ.
Μ(ᾶρκον) Ἰούλιον Φίλιππον <τ>ὸν Αὐ-
τοκράτορα Πα<ρ>θικὸν Ἀδιαβη-
νικὸν Σεβ(αστὸν) {Σεβ(αστὸν)} ἡ βουλὴ καὶ ὁ δῆ-
μος τῆς Τραιανέων <πόλεως> τὸν αὑτῆς κτί-
στην ἐν τῷ ἐνπορίῳ αὐτῆς Δισκο-
δουρατέραις, ἡγεμονεύοντος
τῆς Θρᾳκῶν ἐπαρχείας Κορεσνί-
ου Μαρκέλλου.",Discoduraterae (Gostilitsa),,,244-249 AD,244-249 AD,AnnÉp (1999) 1389,,
/text/170451?location=1&patt=&bookid=140&offset=133&count=4&bookid=140&location=1,IGBulg V,5259,Regions,IGBulg V 5259,,,4,"1


","Ἀσκλη[πι]-
ῷ θεῷ σω[τῆ]-
ρη Α̣ὐ̣ρ̣(ήλιος)(?) Διό[δ]<ω>-
%⁸¹ρος. vac.",Novae (Staklen),,,SEG 26.837,,SEG 35.844,cf. SEG 53.727,
/text/170452?location=1&patt=&bookid=140&offset=133&count=4&bookid=140&location=1,IGBulg V,5260,Regions,IGBulg V 5260,,,2,"1
","{²versus incertus}²
εὐτυχῶς. ❦",Novae (Staklen),,,,,,,
/text/170453?location=1&patt=&bookid=140&offset=133&count=4&bookid=140&location=1,IGBulg V,5261,Regions,IGBulg V 5261,,,7,"1



5

","Πρι‵σ′κείνιος
Βάλης τεσ(σεράριος) λε-
γι(ῶνος) πρώτης Ἰτα-
λικῆς θεῷ Δι-
εὶ ὑπὲρ σωτη-
ρίας εὐχὴν ἀ-
νέθηκα.",Novae (Staklen),,,cf. SEG 52.1858-1860,,,,
/text/170454?location=1&patt=&bookid=140&offset=133&count=4&bookid=140&location=1,IGBulg V,5262,Regions,IGBulg V 5262,,,38,"1



5




10




15




20

right margin.22


25




30




35


","Θ(εοῖς) Κ(αταχθονίοις) /
οὔνομά μοι
Βασιλεύς,
κεῖμαι δ’ ἅμα
μητρὶ θανού-
σῃ, / μοίρῃ ὑπ’ ἀρ-
γαλέῃ προδαμεὶς
νούσῳ τε βαρείῃ. /
Κυζίκιος δέ με θά-
ψεν ἀγακλείτη τε
Σεκούνδα / πρῶ-
τον ὑπὲγ γενύων
ἄνθεα δρεψάμενον. /
D(is) M(anibus) /
monte sub hoc tegito<r>
Basileus ecce s<e>pul-
tus / precipiti leto i<u>ven-
is fatorum lege <p>eracta. /
quem genuit mater mecum
iacet i<ps>a sepulta —— / Kyzici-
o<s> mihi factus honos
s-
i-
m-
u-
l-
a-
t-
q-
u-
e
S-
e-
c-
u-
n-
d-
a.",Novae (Staklen),,,,,,,
/text/170455?location=1&patt=&bookid=140&offset=137&count=2&bookid=140&location=1,IGBulg V,5265,Regions,IGBulg V 5265,,,9,"1



5



","Αἴλιον Νεικομήδην
ζήσαντα ἔτεσιν νζʹ {²⁷ν{ζ}εʹ = νεʹ(?)}²⁷
καὶ ἀναστρέψαντα
κοσμίως οἱ φίλοι
Θεοῖς Καταχθονί-
οις τειμῆς χάριν ❦
ἀνέστησαν.
ὁ παράγων, χαῖρε.
❦  ❦","Abritus (Razgrad, Hisarlaka)",,,2nd/3rd c. AD,2nd/3rd c. AD,SEG 47.1116,,
/text/170456?location=1&patt=&bookid=140&offset=137&count=2&bookid=140&location=1,IGBulg V,5266,Regions,IGBulg V 5266,,,1,above relief.1,Ἥρωι ΜΑΡΜΑΡ[— — — —] {²⁷Μᾶρ(κος) Μάρ[κου (vel sim.) — —]}²⁷.,"Abritus (Razgrad, Hisarlaka)",,,"CCET II,2.586",,,,
/text/170457?location=1&patt=&bookid=140&offset=139&count=2&bookid=140&location=1,IGBulg V,5268,Regions,IGBulg V 5268,,,1,below relief.1,Βα(λέριος) Βάλης εὐχήν.,"Abritus (Razgrad, Hisarlaka)",,,Topchii,,"CCET II,2.603",,
/text/170458?location=1&patt=&bookid=140&offset=139&count=2&bookid=140&location=1,IGBulg V,5269,Regions,IGBulg V 5269,,,1,below relief.1,Ζιουρις Αμιαζεν̣[— — —].,"Abritus (Razgrad, Hisarlaka)",,,Lipnik,,"CCET II,2.614",,
/text/170459?location=1&patt=&bookid=140&bookid=140&location=1,IGBulg V,5271,Regions,IGBulg V 5271,,,3,"above relief.1
below relief.2
","εὐξάμενος ἔθηκα
Χρῆστος πραγματευτὴς
Μ(άρκου) Ἀ̣ν̣τ̣ωνίου Θεοδώρου.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Lyublen,,"CCET II,2.571",,
/text/170460?location=1&patt=&bookid=140&offset=142&count=4&bookid=140&location=1,IGBulg V,5273,Regions,IGBulg V 5273,,,1,above relief.1,{²vestigia litterarum(?)}²,"Nicopolis ad Istrum and Marcianopolis, betw.",,,Sadina,,"CCET II,2.559",,
/text/170461?location=1&patt=&bookid=140&offset=142&count=4&bookid=140&location=1,IGBulg V,5274,Regions,IGBulg V 5274,,,2,"above relief.1
below relief.2","[κυ]ρί[ῳ vac. Ἀσ]κληπ[ιῷ]
Λ(ούκιος) Μουκι[ανὸς — —].","Nicopolis ad Istrum and Marcianopolis, betw.",,,Kovachevets,,,,
/text/170462?location=1&patt=&bookid=140&offset=142&count=4&bookid=140&location=1,IGBulg V,5275,Regions,IGBulg V 5275,,,2,"below relief.1
","Μουκατραλι[ς — — — —]
vac. εὐχ[ήν].","Nicopolis ad Istrum and Marcianopolis, betw.",,,Medovina,,"CCET II,2.543",,
/text/170463?location=1&patt=&bookid=140&offset=142&count=4&bookid=140&location=1,IGBulg V,5276,Regions,IGBulg V 5276,,,2,"below relief.1
","Πό(πλιος) Αἴλ(ιος) ∙ Ροιμητα̣[λκης — ? —]
vac. ἀνέ[θηκεν].","Nicopolis ad Istrum and Marcianopolis, betw.",,,Slavyanovo,,,,
/text/170464?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5279,Regions,IGBulg V 5279,,,2,"below relief.1
","[— — — — Θ]εόδω-
[ρος {²⁷[Θ]εοδώ|[ρου]}²⁷ — —] εὐχήν.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Targovishte,,SEG 32.716,SEG 36.689,
/text/170465?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5280,Regions,IGBulg V 5280,,,2,"below relief.1
","․π̣[․]ι̣ησα {²⁷ἐ̣π̣[ο]ί̣ησα(?)}²⁷ Μ̣(ᾶρκος) Κλαύδιο̣[ς]
[—(?)] στρ̣α̣τ[ιώτης].","Nicopolis ad Istrum and Marcianopolis, betw.",,,Targovishte: Boaza,,SEG 32.717,"CCET II,2.535",
/text/170466?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5281,Regions,IGBulg V 5281,,,4,"above relief.1
below relief.2

","Ἥρωι Εισαση̣μ̣ῃ
Δικηναις Διουρπου
ἀνέθηκεν εὐχαρι-
στήριον.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Strazha,,SEG 32.715,"CCET II,2.534",
/text/170467?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5282,Regions,IGBulg V 5282,,,1,above relief.1,κυρίωι Δινι[․c.4․] εὐχήν.,"Nicopolis ad Istrum and Marcianopolis, betw.",,,Lilyak,,"CCET II,2.537",,
/text/170468?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5283,Regions,IGBulg V 5283,,,1,below relief.1,Ἱέρων Δινεικενθου.,"Nicopolis ad Istrum and Marcianopolis, betw.",,,"Rositsa, area of",2nd/3rd c. AD,2nd/3rd c. AD,SEG 47.1156,
/text/170469?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5284,Regions,IGBulg V 5284,,,3,"above relief.1
below relief.2
","[․․(?)]․ΕΥϹ[— — —]
Αὐρήλιο[ς χώρτης]
πρώτης λεγ̣(ιῶνος) [— —].","Nicopolis ad Istrum and Marcianopolis, betw.",,,"Rositsa, area of",2nd/3rd c. AD,2nd/3rd c. AD,SEG 47.1157,
/text/170470?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5285,Regions,IGBulg V 5285,,,2,"below relief.1
","ϹΟΥΖΕΝΕϹ
ἔθηκεν.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Kamburovo (Palatitsa),,,,
/text/170471?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5286,Regions,IGBulg V 5286,,,3,"above relief.1
below relief.2
","κυρίῳ Διεὶ καὶ Ἥρᾳ ἐπηκόοις
Ἰουλιανὸς Ἰουλίου εὐχαριστήρι-
ον.","Nicopolis ad Istrum and Marcianopolis, betw.",,,"Padarino, area of",,SEG 25.727,,
/text/170472?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5287,Regions,IGBulg V 5287,,,3,"above relief.1
below relief.2
","τῷ κυρίῳ Ἀπόλλωνι εὐχὴν
Αυλουσαδηνῳ Μάξιμος Ζο-
υραζερεος ἀνέθηκεν. εὐ<τ>υχῶς.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.812,"CCET II,2.457",
/text/170473?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5288,Regions,IGBulg V 5288,,,4,"in base.1


","Ῥουστικὸς Ῥουστικοῦ καὶ Το̣υ̣ρι-
δατης Δαλετραλεος θεῷ Ἀπό-
λλωνι Αυλουσαδηνῳ εὐχαριστήριον
ἀνέθηκαν.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.817,,
/text/170474?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5289,Regions,IGBulg V 5289,,,3,"below relief.1

","[Ἀπόλλωνι Αυλουσα]δ̣ηνῳ βουλ(ευτὴς)
[— — — — — — — ὑπὲρ] ἑαυτοῦ καὶ
[τῶν ἰδίων — — — — ε]ὐχήν.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.830,"CCET II,2.486",
/text/170475?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5290,Regions,IGBulg V 5290,,,4,"in base.1


","θεῷ ἐπηκόῳ Ἀπόλλωνι Αυλουσαδᾳ Μ(ᾶρκος)
Μαρκελλεῖνος κουράτωρ χώρτης β Φλα-
βίας Βρυττανῶν [ε]ὐ̣χαριστήριον ἀνέ-
θηκεν.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.818,"CCET II,2.494",
/text/170476?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5291,Regions,IGBulg V 5291,,,1,above relief.1,Ἀπόλλωνι Αυλουσαδᾳ,"Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.815,"CCET II,2.460",
/text/170477?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5292,Regions,IGBulg V 5292,,,2,"above relief.1
below relief.2","[— — — — Ἀ]πόλλωνι Αυλουσα|δᾳ
[— — — —]γ̣ου {²⁷[— —]τ̣ου}²⁷ εὐχήν. vacat","Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.814,"CCET II,2.483",
/text/170478?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5293,Regions,IGBulg V 5293,,,2,"below relief.1
","Αἴλ(ιος) Βηρανὸς θεῷ Αλουσαδι
εὐχὴν ἀνέθηκα.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.813,"CCET II,2.458",
/text/170479?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5294,Regions,IGBulg V 5294,,,2,"above relief.1
below relief.2","Αυλουσεδῃ vacat
Ζουλγησης Δεκρυμνου εὐχήν.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.816,"CCET II,2.484",
/text/170480?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5295,Regions,IGBulg V 5295,,,2,"above relief.1
below relief.2","κυρίῳ Ἀπόλωνι {²⁶Ἀπόλλωνι}²⁶ Α̣[— — —]
εὐχὴν ἀνέ[θηκα] {²⁷ἀνέ[θηκεν]}²⁷.","Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.820,,
/text/170481?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5296,Regions,IGBulg V 5296,,,2,"below relief.1
","Διογένης ΡΥ̣[— {²⁷Ῥο̣υ̣[στικοῦ](?)}²⁷ — —]
Ἀπόλλω̣[νι — — — —].","Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.822,"CCET II,2.445",
/text/170482?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5297,Regions,IGBulg V 5297,,,1,above relief.1,Ἀπόλλω[νι — — — —],"Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.819,"CCET II,2.449",
/text/170483?location=1&patt=&bookid=140&offset=146&count=20&bookid=140&location=1,IGBulg V,5298,Regions,IGBulg V 5298,,,1,above relief.1,[— — — —] Ἀ̣πόλλωνι [— — — —],"Nicopolis ad Istrum and Marcianopolis, betw.",,,Draganovets: Boaza,,SEG 30.821,"CCET II,2.522",
